OrderID,Traffic,Ad_Budget,UnitPrice,DiscountRate,StoreArea,CompetitorPrice,CustomerRating,IsWeekend,WeatherIndex,TotalSales
10001,1360,3548.9263191579475,36.569014724972966,0.002287432544315715,520.1361108436411,46.092669578792986,3.8841945838485836,0,0.5816084569060644,37003.20429992468
10002,1794,4922.307200719953,111.99948242298044,0.18633030128924988,454.4413011824586,134.42011527833364,2.9709625233371826,0,0.7206472171003672,50740.498063794505
10003,1630,4613.4552505441,146.46092197597116,0.22846491944894443,490.4921028130636,45.34957587773257,2.640616735787931,0,0.7113223011918471,38889.34615932994
10004,1595,3586.6596764686537,127.38507671665434,0.12161210897919986,502.8371283581027,60.75205678003856,2.701771135484965,0,0.3270510636191528,36910.98050735148
10005,2138,3772.700845827699,110.91099876640648,0.12724177876138884,507.72419978595303,100.67239011304962,4.981927466281834,0,0.6280583746507766,47915.49348962853
10006,2669,1206.38322663484,129.1299182350997,0.3844637662840661,505.5160552923595,102.985508466995,4.458959736857209,0,0.8163218281781408,46567.21114161533
10007,966,3679.669858200157,147.63383012388158,0.3566843460810984,540.091549127246,110.92001632835775,4.804968689912931,0,0.5275710820452195,31056.25017631785
10008,1738,1176.6617508404006,100.77478464295885,0.3396716022006817,470.1505804512114,34.56152269886674,2.9876368055909084,0,0.8139682690288614,33466.56748767171
10009,830,3353.055027879724,92.69402488781245,0.16240472068244427,509.0837136451736,130.43037589071218,4.901421340808588,1,0.42389433797909937,35021.64564729288
10010,1982,4997.41399826334,101.67095436022657,0.0054794201635658185,462.05475802398,89.27012719682378,2.8566358786829054,0,0.944884114447383,48961.97792972598
10011,2635,3223.2263257487184,89.24786527900214,0.032088898582285634,646.0376282942941,81.2718332336589,3.7727045714161775,1,0.580535596449191,54458.27165245962
10012,630,2892.8404723253334,102.56158376826345,0.12487854728704147,454.3567841118185,147.54269118675626,4.57423921104266,0,0.6363531557133528,23997.397021880486
10013,2185,2251.4194260223503,78.4794870364327,0.006297165198270793,464.9673672827723,116.24917860233256,3.3745083862789484,1,0.12822541192412956,47210.89533163453
10014,1269,1482.0903151458579,48.39761377482992,0.006859912766079246,544.132403850656,35.340783460518736,3.562071332942251,1,0.2532422234157349,32351.137670408138
10015,2891,3924.0946858331263,35.63213944651783,0.3666413206569644,478.52674282494206,118.3500917394113,2.8204627757477447,0,0.6696404924239402,70599.44811696638
10016,2015,1770.3961111425217,28.88432161919385,0.2824634008476216,544.1523063850515,32.38236141647303,2.807304699997432,1,0.4778833346040442,43037.802536640695
10017,2933,1461.1280849891375,54.23105188791601,0.12358239602726107,507.65112968629427,23.57117312668803,4.048920561946649,1,0.5573474114123572,57165.56473983156
10018,1715,2687.05063892205,25.996063363645398,0.05305783104038127,479.84053667231046,72.47136638508663,4.188830921550142,1,0.1566742678603304,45289.70771524599
10019,1455,4181.36735183639,93.73220138952013,0.20465428715803086,462.36223254376114,149.16516246649843,4.443331285205483,0,0.8507217145693459,44146.25908914267
10020,2824,3980.2581924808815,56.897698113057636,0.002138464341745783,460.55817191815635,42.734911705332145,3.891705131704384,1,0.8060550420665955,60650.737906655595
10021,1684,1219.5304585858996,127.18952505131418,0.37536549754325765,480.3839498743629,107.4437646584827,4.114398230653265,1,0.2668185781496646,33089.048089484226
10022,959,2820.5747401446242,29.65131348849024,0.1659260477555789,491.2801840827601,42.54148860679552,2.5337931792493,0,0.6708964215316414,32255.1247222717
10023,521,3089.738304284676,49.42569426439317,0.16093398209493312,458.40593782880626,114.22230674459018,2.90542681784297,1,0.8364836904888445,26552.425219775367
10024,2800,3578.1866025032887,114.93199912171897,0.1562374430327129,494.53837849067276,85.69597687091739,4.962286915042261,1,0.67676872277404,59833.61146440696
10025,1247,3600.669401772913,97.84507852985388,0.027731332155105905,445.29423536659965,108.39632231161892,2.6899837657895795,1,0.3793582857662604,34603.61184233681
10026,974,2458.7889978292233,28.38386526239178,0.25532889591673064,537.7950608298177,46.3735128688505,4.196970555650612,0,0.6905000354303504,28905.854007157417
10027,1582,3242.708776014056,134.04112943108606,0.29320144785134133,547.3681199729982,116.93168322766526,2.9402065825792905,1,0.28941557291489106,36365.46688207709
10028,2547,2924.2475353763457,134.04402916740332,0.2704501590353161,464.78374048957346,149.43047775095187,4.291796464419105,0,0.3864294975514788,51585.094625789396
10029,1475,4539.993426093124,62.9530405038506,0.055374197331757725,461.99134724423897,106.53456508137477,4.264976007404984,1,0.3160626877964608,44497.46720266874
10030,2306,3121.0605305396007,64.25275963544341,0.23153606721423703,508.89584035049364,84.1523997494741,3.0854976494702253,1,0.6012325921511859,53438.048303295385
10031,689,2764.1286469926463,148.5736865855226,0.22779379366890154,563.2683046515782,140.01261852050442,3.1740859980480103,1,0.19740398208899373,22458.99110771228
10032,1062,2617.941798727403,101.40290230710796,0.34736431517655286,574.3331832126587,22.06073949014392,4.136926784005221,1,0.9399793423135048,28036.796223385598
10033,2399,3289.7110377338627,89.07114767384769,0.1516510633502588,429.8628638381866,114.89005750715674,3.475215096950534,0,0.4001611182965802,53561.32108780209
10034,1767,4215.90791760359,128.95978386175017,0.14859437746377369,550.3152414825762,135.53704718579567,2.9863699242497783,1,0.2970731143952212,44401.71591003122
10035,2028,3153.60596152315,57.08774398645114,0.24741082348727425,496.92233310324025,28.01769587072447,4.329198996968705,0,0.5468948322416481,49944.07147167637
10036,1146,3646.620700322166,75.79373714152639,0.2532290613998052,497.89051497697324,78.50834215404856,2.8853688108408355,1,0.34929803660924447,37583.202619761105
10037,2568,3951.4230676261,54.810967813483444,0.18771409093031616,525.2356182825281,46.61352901349986,4.639109160362366,0,0.5814136777443799,59479.23872937327
10038,2714,3080.6724395149276,122.59091005653508,0.17722374493216844,475.9521264791943,93.64736152641791,3.7866738101295687,1,0.413658234803877,56124.897901158365
10039,1797,2707.2682266194574,94.53541493257833,0.1976590682551531,554.8350316054152,104.44058461847587,2.764251509698252,1,0.21886012969213675,39230.52110835024
10040,2935,4506.661511449798,105.64725911820916,0.34441811980132475,571.1981135884904,59.34101378073815,4.235180833827461,0,0.3393057178245358,62323.9593290456
10041,1100,2670.0243361115686,52.799942479122855,0.18446676050156402,573.0642138767619,79.79761705815311,3.797907598936351,0,0.49459586046537274,32836.01569105293
10042,2863,2847.7714023023505,48.629289179050964,0.375972716787929,407.804260586736,56.31413308595273,3.245143929487024,0,0.12726390383166306,60515.30531739269
10043,2561,4961.365253367108,83.48870176778203,0.20160150543853042,488.5171365635785,68.02085137916478,3.556348450559637,0,0.7935782743132858,58303.00828849863
10044,741,1000.9500943035383,115.88354738206748,0.3796802772723566,403.23847075961214,40.740194369495065,3.245844358968747,1,0.6596421081313742,17576.681376196197
10045,2541,1741.89163830689,88.28116847762082,0.3331327607476303,461.7359969028329,135.1227276661321,3.1575645893569604,0,0.6412236465505188,55046.254313682744
10046,1863,2535.855559678903,24.243938080936918,0.14497252904633165,380.1250564435171,21.301353372687736,2.9090210521092805,0,0.5914449386944893,44609.424940137666
10047,2639,4730.359637701012,132.91169582163752,0.3454565685186464,522.5133317319743,134.7131942376925,3.40691783284369,0,0.6312818550925616,61496.798855464156
10048,1890,1280.1188229898842,28.409296156967102,0.04402531368044609,510.9654817790087,94.318254185466,3.1274680157901766,1,0.9411867574364985,43047.692345849784
10049,1978,1037.9417345139923,144.2571828836978,0.3700188701372058,478.3699446721617,63.11551974301227,4.208586217634792,1,0.10771228972966662,34152.09584564036
10050,1275,1210.7353439089143,23.268454576045453,0.2526574060331567,460.4425944724849,113.99742630984287,4.209691852908266,1,0.14301973869197435,36977.35565551097
10051,534,1354.1736424544727,110.27855929699214,0.021756299408924474,515.7015812176835,86.00777974214635,3.754600606389096,1,0.2723440689377221,13194.877187614056
10052,2753,1150.3870928250435,30.686918282531614,0.25770268946032465,449.4288964314452,84.88412555398885,4.444861318675803,0,0.25057124199383507,53786.55958498044
10053,2455,2919.1253074260194,138.38795532656815,0.38969906165790247,446.0268942616337,34.31849677946563,4.603349297515121,1,0.2630750135222644,45480.45000424032
10054,2085,3323.028828909311,80.37632070932057,0.02792026184585157,439.87918990326455,70.63708337290313,3.9494161435856827,0,0.7047494972637851,48766.55320732367
10055,1521,2086.7478842760165,37.878090726212,0.22187508391203453,489.8079534630676,51.33836496137576,4.047337906908584,1,0.5135349709451488,38516.572649930626
10056,1629,2593.149535902542,64.30604097268005,0.29911773990374896,470.8846215233619,22.040467727516354,3.207214774465913,0,0.9926009905012239,39345.10961456331
10057,2000,1366.7973404457205,41.42720779507907,0.32410343467981256,480.7880990768165,66.81295200167472,4.7371730017638,0,0.30419732332265037,46867.994609472364
10058,1202,2345.4818553136884,42.1756485024217,0.16553098612831835,526.0904370009366,31.676876825328616,2.5605151110563247,0,0.37974709092474523,31112.210548638075
